sensor_id,region,latitude,longitude,temperature,humidity,vibration,network_traffic
154,server_nord,12.7816,2.0394,31.53,77.76,0.655,145.57
155,server_nord,13.0095,2.7163,34.7,79.53,0.495,130.36
156,server_nord,12.1545,2.4404,31.57,81.29,0.452,119.2
157,server_nord,10.5712,2.2651,34.38,69.17,0.454,105.75
158,server_nord,12.375,2.1817,23.82,38.09,3.115,579.25
159,server_nord,10.8926,2.7464,21.14,43.14,2.389,611.89
160,server_nord,11.823,2.1408,25.3,58.74,0.928,238.76
161,server_nord,12.0328,1.179,30.28,54.72,1.141,218.27
162,server_nord,13.1307,1.899,18.1,52.69,2.334,563.98
163,server_nord,12.4391,3.7861,28.83,58.96,1.043,234.59
164,server_nord,13.5769,2.8606,32.51,77.7,0.417,113.25
165,server_nord,13.0376,2.6894,30.44,57.73,1.056,243.44
166,server_nord,12.3378,2.8049,33.78,78.37,0.461,108.13
167,server_nord,13.702,3.0289,23.82,49.27,2.579,583.76
168,server_nord,11.2327,1.917,25.29,54.37,1.454,265.11
169,server_nord,12.8022,1.8844,34.51,88.39,0.582,111.2
170,server_nord,12.6859,2.6031,26.88,61.94,0.967,242.59
171,server_nord,12.4864,1.8825,20.32,46.34,2.333,565.6
172,server_nord,13.5052,2.0092,36.87,86.95,0.539,122.54
173,server_nord,11.7128,2.5205,26.13,61.71,1.003,230.35
174,server_nord,11.9094,2.5087,25.45,55.95,0.949,276.35
175,server_nord,12.7673,2.2803,34.56,83.27,0.55,131.67
176,server_nord,12.453,2.3659,26.81,61.33,0.858,244.12
177,server_nord,11.3919,1.9786,27.37,51.96,2.594,504.09
178,server_nord,13.9011,1.7323,25.7,62.63,0.895,224.5
179,server_nord,10.7776,3.1775,35.88,73.42,0.611,80.91
180,server_nord,13.8128,2.9087,33.14,81.99,0.678,139.18
181,server_nord,12.4851,1.8755,37.51,83.27,0.436,117.49
182,server_nord,12.6221,1.7495,28.73,55.96,1.08,271.1
183,server_nord,11.4183,1.6917,33.47,66.73,0.845,217.83
184,server_nord,11.5303,1.9921,30.86,56.45,0.815,207.93
185,server_nord,13.2392,1.6651,32.91,82.08,0.379,93.78
186,server_nord,11.8744,1.9964,34.19,85.09,0.677,133.21
187,server_nord,13.9165,2.856,33.22,76.07,0.376,125.9
188,server_nord,12.942,1.0676,25.29,39.37,2.758,600.93
189,server_nord,10.4878,2.287,27.11,55.37,2.062,605.43
190,server_nord,12.0078,2.2894,33.38,65.2,0.364,115.87
191,server_nord,11.3263,3.3126,19.71,48.94,1.779,418.55
192,server_nord,12.3223,2.123,33.15,78.24,0.498,159.06
193,server_nord,13.5599,2.1192,33.68,85.72,0.559,134.4
194,server_nord,13.7134,2.1127,25.25,54.1,3.051,551.95
195,server_nord,12.0571,1.88,33.19,71.76,0.489,89.66
196,server_nord,11.3629,2.1573,21.43,44.92,2.056,683.3
197,server_nord,11.7567,3.1576,35.16,82.69,0.671,137.98
198,server_nord,13.6052,2.9114,28.52,58.89,0.823,308.32
199,server_nord,13.0288,2.7279,36.29,86.97,0.347,89.52
200,server_nord,12.4569,2.1236,21.01,39.73,2.115,522.5
201,server_nord,12.492,1.645,28.44,75.54,1.093,165.42
202,server_nord,12.9151,3.1483,30.77,59.35,0.961,288.46
203,server_nord,10.4481,2.0318,35.35,77.41,0.5,148.63
204,server_nord,13.2154,1.7575,34.42,74.15,0.53,125.91
205,server_nord,12.9668,2.8541,29.61,65.14,1.134,240.64
206,server_nord,11.7927,2.4682,33.27,82.56,0.431,134.06
207,server_nord,12.9972,2.5099,27.2,38.56,1.98,385.43
208,server_nord,12.9269,2.6754,21.45,40.88,2.35,416.09
209,server_nord,12.8249,2.308,22.37,49.45,3.137,459.79
210,server_nord,11.2736,2.7814,34.8,81.48,0.344,137.16
211,server_nord,12.1262,2.3774,21.55,44.17,2.13,494.26
212,server_nord,13.0252,2.7986,26.04,66.23,1.114,304.87
213,server_nord,11.7516,2.2166,23.77,57.12,0.96,249.61
214,server_nord,12.667,2.1721,24.28,44.27,3.377,514.37
215,server_nord,11.7706,3.1071,30.63,64.8,1.004,228.61
216,server_nord,12.064,2.7367,29.97,69.29,0.699,263.6
217,server_nord,11.5112,1.4928,33.98,68.28,0.565,123.09
218,server_nord,12.9257,1.0916,25.3,41.09,3.124,493.16
219,server_nord,12.4721,3.3036,34.1,89.7,0.639,128.64
220,server_nord,12.2916,3.364,25.8,36.56,2.89,451.38
221,server_nord,13.424,2.1845,18.4,55.58,2.478,533.04
222,server_nord,11.7447,2.5909,33.31,78.76,0.629,134.18
223,server_nord,12.1222,3.0643,23.63,52.51,1.739,542.03
224,server_nord,13.439,1.863,20.71,67.12,2.687,489.84
225,server_nord,12.0063,1.8664,25.35,46.61,1.171,292.76
226,server_nord,12.5416,2.1434,35.25,87.17,0.342,157.23
227,server_nord,12.9522,2.37,24.75,42.56,2.554,395.85
228,server_nord,11.7077,2.1887,26.86,75.01,1.127,254.16
229,server_nord,10.7408,2.1523,34.89,83.87,0.184,142.2
230,server_nord,12.1048,3.6037,22.5,49.11,2.775,522.1
231,server_nord,11.873,0.2932,35.19,56.43,0.845,195.3
232,server_nord,11.8698,2.1464,24.81,34.85,3.139,449.73
233,server_nord,12.7586,1.6114,38.53,79.17,0.51,143.26
234,server_nord,11.8309,2.8997,23.26,35.44,2.338,478.03
235,server_nord,11.3491,4.5089,25.45,60.82,0.78,278.19
236,server_nord,12.993,2.6713,32.13,82.33,0.385,154.0
237,server_nord,12.7161,1.458,35.12,77.39,0.299,119.28
238,server_nord,12.9731,1.6678,23.35,51.07,2.384,428.67
239,server_nord,14.0825,1.8379,34.99,87.1,0.451,116.75
240,server_nord,12.1781,3.0005,25.88,53.78,0.893,238.1
241,server_nord,11.2768,1.3886,24.12,36.39,2.555,482.91
242,server_nord,13.5994,2.5421,27.84,64.11,0.751,225.7
243,server_nord,14.1471,2.538,26.45,74.57,0.641,257.73
244,server_nord,12.233,1.8373,34.56,77.28,0.404,131.3
245,server_nord,12.2608,2.5819,24.86,76.18,0.886,283.32
246,server_nord,12.5644,1.5798,34.06,85.08,0.492,135.01
247,server_nord,13.0436,2.5839,24.05,38.73,3.549,459.92
248,server_nord,13.2239,1.0118,26.37,69.4,0.76,250.52
249,server_nord,11.8128,2.304,36.69,82.68,0.428,123.94
250,server_nord,12.2812,2.2052,15.8,45.53,2.181,425.61
251,server_nord,10.9904,2.0343,23.57,49.68,2.162,560.71
252,server_nord,12.7489,2.3545,29.08,67.16,1.212,271.12
253,server_nord,12.5586,1.8159,27.47,57.27,1.198,243.76
254,server_nord,12.7027,1.7755,22.06,39.67,1.912,494.6
255,server_nord,12.9169,2.3915,23.21,35.87,3.127,636.21
256,server_nord,13.6823,3.3689,26.79,65.84,2.472,432.69
257,server_nord,11.7244,3.2645,24.79,60.49,0.964,251.15
258,server_nord,12.3117,2.5523,17.37,37.83,2.382,379.36
259,server_nord,13.3949,2.4134,28.89,49.84,0.718,220.03
260,server_nord,12.0767,2.1162,27.22,49.81,0.729,300.78
261,server_nord,12.5511,3.0813,28.38,60.75,0.955,271.11
262,server_nord,12.1997,1.7259,32.46,54.16,0.994,235.71
263,server_nord,12.8527,2.612,25.42,44.89,1.604,640.11
264,server_nord,11.5441,2.4857,25.38,68.18,0.948,193.52
265,server_nord,12.1172,1.5282,36.56,78.93,0.429,165.46
266,server_nord,13.8654,2.1854,29.04,69.04,0.924,283.81
267,server_nord,13.8033,1.8675,21.08,55.15,1.476,454.4
268,server_nord,11.9197,2.6397,34.59,83.99,0.479,102.02
269,server_nord,11.9241,2.4636,23.26,59.63,2.415,601.89
270,server_nord,12.4479,2.5859,26.41,57.68,0.881,206.89
271,server_nord,12.3299,2.1498,20.36,52.92,2.386,460.5
272,server_nord,14.6544,1.9337,31.1,86.46,0.582,104.24
273,server_nord,13.1439,3.7692,21.77,47.73,2.585,384.52
274,server_nord,12.6461,3.2769,36.06,78.39,0.546,111.62
275,server_nord,14.8986,1.3056,22.46,40.01,2.494,337.7
276,server_nord,12.4457,2.4607,20.7,43.42,2.907,493.02
277,server_nord,13.4992,2.2486,23.24,42.25,2.101,498.31
278,server_nord,12.7589,1.7986,26.14,61.18,1.127,310.16
279,server_nord,12.7625,1.5482,36.78,88.79,0.649,97.42
280,server_nord,12.1608,2.2755,33.84,69.57,0.536,263.24
281,server_nord,13.2862,2.3253,22.18,25.15,2.243,621.4
282,server_nord,13.662,2.3627,28.32,68.87,0.885,255.09
283,server_nord,11.7916,1.0491,28.48,50.88,0.694,177.25
284,server_nord,12.1195,2.6134,32.82,80.75,0.596,118.64
285,server_nord,11.9745,1.0347,29.5,49.38,1.022,189.76
286,server_nord,11.3398,1.7021,24.32,63.07,1.227,274.3
287,server_nord,13.4328,2.586,28.92,67.11,1.201,317.48
288,server_nord,11.3716,2.6238,27.05,58.69,0.637,245.26
289,server_nord,11.5808,2.5077,18.47,41.0,2.3,439.26
290,server_nord,13.1073,2.3627,34.93,73.43,0.588,125.16
291,server_nord,14.8612,3.05,37.25,79.51,0.485,132.26
292,server_nord,13.2555,2.9462,26.41,55.03,1.196,248.24
293,server_nord,13.6899,1.3451,28.78,54.97,2.688,469.69
294,server_nord,12.7568,2.068,26.98,61.95,1.376,239.88
295,server_nord,12.586,0.6386,20.26,36.1,1.588,470.31
296,server_nord,12.5115,2.853,24.31,60.12,2.512,479.62
297,server_nord,11.909,1.5996,35.04,81.86,0.41,107.89
298,server_nord,11.7364,1.2261,34.88,74.94,0.507,133.93
299,server_nord,12.6787,2.1455,29.82,59.82,1.227,223.72
