sensor_id,region,latitude,longitude,temperature,humidity,vibration,network_traffic
988,server_ouest,9.7507,1.4326,37.33,79.21,0.58,117.29
989,server_ouest,8.9568,1.6887,18.15,36.17,2.463,569.06
990,server_ouest,10.0441,0.8738,22.15,40.44,2.941,406.59
991,server_ouest,9.5789,1.0106,36.2,81.07,0.441,122.22
992,server_ouest,9.1111,1.2611,24.72,46.9,2.353,410.85
993,server_ouest,7.9545,1.2511,35.63,81.55,0.543,110.7
994,server_ouest,9.9684,1.8232,17.92,40.43,2.913,774.26
995,server_ouest,10.8647,1.2265,34.31,81.0,0.517,90.13
996,server_ouest,9.6394,1.1105,29.27,59.64,0.678,315.67
997,server_ouest,10.056,1.528,38.29,84.59,0.441,101.46
998,server_ouest,10.5322,0.9762,34.71,81.31,0.421,104.72
999,server_ouest,12.6436,0.3914,31.43,68.69,1.052,219.07
1000,server_ouest,9.8933,0.2548,30.34,58.25,0.899,264.87
1001,server_ouest,11.064,0.9382,36.36,80.44,0.422,133.08
1002,server_ouest,8.3029,0.0094,36.69,83.99,0.335,134.94
1003,server_ouest,9.0517,2.0477,34.43,81.74,0.455,129.88
1004,server_ouest,8.7532,1.3999,19.1,41.76,2.537,354.09
1005,server_ouest,8.8556,0.78,25.0,50.29,3.241,479.91
1006,server_ouest,8.7411,0.4408,17.73,43.03,2.986,545.27
1007,server_ouest,10.7643,1.715,22.93,48.36,3.287,412.02
1008,server_ouest,8.8375,1.1274,30.76,76.48,0.381,117.99
1009,server_ouest,8.7359,1.5486,26.26,58.09,0.997,266.51
1010,server_ouest,9.1066,1.1936,23.73,62.44,1.034,239.84
1011,server_ouest,8.42,1.6705,19.18,40.41,2.164,401.88
1012,server_ouest,9.3026,2.7582,35.2,81.96,0.577,118.27
1013,server_ouest,9.105,0.6327,36.0,80.09,0.554,140.08
1014,server_ouest,8.9235,0.0707,25.68,55.86,0.603,176.8
1015,server_ouest,8.7325,1.8894,25.95,50.34,1.092,261.28
1016,server_ouest,10.035,2.2285,32.86,57.81,1.073,305.96
1017,server_ouest,8.9958,0.6813,29.95,54.2,1.294,285.3
1018,server_ouest,10.0,1.7039,35.58,82.49,0.424,70.73
1019,server_ouest,7.9396,1.4119,28.1,65.01,1.095,214.98
1020,server_ouest,9.3128,1.4414,25.64,62.58,0.737,251.42
1021,server_ouest,9.1466,-1.0187,32.7,80.45,0.384,105.11
1022,server_ouest,8.8614,0.2039,22.12,47.81,3.151,512.5
1023,server_ouest,8.9033,1.0444,25.54,63.38,0.527,253.1
1024,server_ouest,8.7933,1.9616,36.7,86.83,0.395,124.12
1025,server_ouest,8.4364,1.1617,26.2,66.9,1.161,201.09
1026,server_ouest,9.9529,1.567,26.0,63.96,1.271,229.0
1027,server_ouest,8.9223,1.7221,33.83,77.18,0.499,90.34
1028,server_ouest,9.8675,1.4902,23.56,60.52,1.219,233.66
1029,server_ouest,9.5978,1.9619,34.02,83.01,0.473,108.89
1030,server_ouest,10.101,0.6514,34.48,82.1,0.519,145.42
1031,server_ouest,6.964,1.3633,22.62,31.38,1.503,440.27
1032,server_ouest,10.4845,0.2281,26.1,51.78,1.192,230.9
1033,server_ouest,8.0196,1.5065,38.44,78.62,0.347,94.86
1034,server_ouest,10.325,1.6608,30.78,65.2,1.303,186.19
1035,server_ouest,9.8667,1.6161,22.26,35.63,2.699,466.34
1036,server_ouest,8.5304,2.0382,36.25,75.62,0.352,137.29
1037,server_ouest,9.5428,2.2915,21.58,49.77,2.42,626.15
1038,server_ouest,8.5297,1.6303,36.94,86.82,0.437,126.8
1039,server_ouest,9.7641,0.6128,27.92,33.23,1.747,487.73
1040,server_ouest,10.3114,0.9754,34.51,74.09,0.582,127.7
1041,server_ouest,8.3781,1.7981,26.69,50.09,2.117,403.19
1042,server_ouest,9.7259,1.081,32.44,58.66,1.381,174.5
1043,server_ouest,8.0432,1.8069,25.99,58.31,0.98,162.47
1044,server_ouest,10.1473,1.2241,26.92,57.84,0.763,282.63
1045,server_ouest,10.3516,0.655,25.77,52.42,1.266,204.75
1046,server_ouest,9.0623,1.4246,25.22,50.02,1.886,581.24
1047,server_ouest,10.2065,0.7016,27.77,62.59,0.77,234.48
1048,server_ouest,9.5209,0.846,36.92,76.04,0.49,157.73
1049,server_ouest,9.2212,1.7932,28.68,61.35,0.804,290.22
1050,server_ouest,9.3473,1.3487,30.55,57.64,0.982,248.2
1051,server_ouest,9.1886,1.5733,31.22,59.46,1.221,215.35
1052,server_ouest,8.447,1.0324,20.65,56.3,2.759,404.27
1053,server_ouest,9.9968,1.6502,28.03,65.35,0.677,213.18
1054,server_ouest,9.2662,1.4086,25.7,62.78,1.176,273.04
1055,server_ouest,9.8807,1.5043,33.33,84.47,0.397,107.26
1056,server_ouest,9.0059,1.4882,15.4,24.65,2.046,319.68
1057,server_ouest,9.4048,0.5809,35.64,82.05,0.487,109.78
1058,server_ouest,9.0502,0.0516,34.25,74.82,0.557,122.38
1059,server_ouest,7.8171,0.7092,33.35,76.95,0.594,137.93
1060,server_ouest,9.9468,1.2867,21.02,52.29,2.468,518.34
1061,server_ouest,10.3729,2.021,28.06,50.1,2.767,464.21
1062,server_ouest,9.89,0.5695,34.29,79.45,0.61,126.35
1063,server_ouest,9.1783,1.8127,22.67,36.09,2.372,392.78
1064,server_ouest,9.5712,0.4907,22.33,33.16,2.978,603.93
1065,server_ouest,10.4483,1.6471,26.47,62.35,0.802,280.5
1066,server_ouest,11.123,0.8717,27.82,62.55,1.023,257.73
1067,server_ouest,8.5596,0.4479,20.57,43.46,2.196,480.94
1068,server_ouest,8.7293,0.666,37.34,78.39,0.5,96.36
1069,server_ouest,10.6643,1.3029,28.21,61.06,1.034,220.79
1070,server_ouest,9.0395,-0.0061,25.19,50.01,2.215,596.39
1071,server_ouest,7.6382,1.2749,19.13,48.19,2.778,446.04
1072,server_ouest,9.4822,1.4958,33.42,78.94,0.57,151.19
1073,server_ouest,10.6167,2.4196,29.68,67.24,0.979,258.36
1074,server_ouest,10.2422,1.4144,25.97,58.2,2.441,690.43
1075,server_ouest,9.7108,1.0844,35.04,73.36,0.333,121.47
1076,server_ouest,9.2032,1.3961,33.94,85.77,0.522,121.94
1077,server_ouest,8.3167,0.2118,34.38,92.77,0.466,106.59
1078,server_ouest,8.1789,0.8453,19.03,41.39,2.835,422.47
1079,server_ouest,9.591,0.8745,32.35,59.03,0.796,240.19
1080,server_ouest,10.2449,0.8527,36.95,68.23,0.394,99.98
1081,server_ouest,9.6398,1.3835,21.67,51.02,1.693,225.61
1082,server_ouest,9.8036,0.853,27.71,63.49,0.926,246.76
1083,server_ouest,10.5471,1.6964,33.85,61.86,0.55,110.47
1084,server_ouest,8.0608,1.1673,31.34,57.13,1.311,242.0
1085,server_ouest,9.3301,2.0748,20.19,52.45,2.427,491.62
1086,server_ouest,9.0878,0.3919,34.86,79.71,0.562,120.74
1087,server_ouest,8.3397,0.8818,22.29,35.09,2.668,387.39
1088,server_ouest,9.6773,1.2704,26.79,61.04,1.191,243.21
1089,server_ouest,8.8638,0.8473,29.28,59.69,0.91,269.04
1090,server_ouest,10.8167,1.2582,20.01,33.6,2.831,637.43
1091,server_ouest,8.4732,0.4276,35.23,85.81,0.447,132.31
1092,server_ouest,10.5345,0.6692,40.76,80.65,0.469,112.59
1093,server_ouest,9.3389,1.8964,32.22,77.65,0.361,107.85
1094,server_ouest,9.2302,1.1122,34.97,77.39,0.68,104.05
1095,server_ouest,10.4478,0.5408,23.61,56.25,3.267,493.79
1096,server_ouest,8.9021,1.1058,28.12,59.75,0.732,276.45
1097,server_ouest,8.578,0.2479,13.08,55.73,2.386,619.42
1098,server_ouest,8.7589,1.3184,36.06,77.62,0.482,140.56
1099,server_ouest,9.4228,1.2193,32.91,88.87,0.608,63.08
1100,server_ouest,9.6866,2.107,36.15,78.35,0.483,126.33
1101,server_ouest,9.3657,1.0989,23.43,34.99,2.184,448.55
1102,server_ouest,9.499,1.4866,38.65,77.58,0.553,98.19
1103,server_ouest,9.5259,1.4327,24.89,53.04,0.814,212.72
1104,server_ouest,9.7432,1.3087,31.98,87.32,0.439,87.25
1105,server_ouest,10.8327,1.6104,34.11,86.65,0.638,132.09
1106,server_ouest,8.877,1.0175,18.61,51.42,1.652,584.78
1107,server_ouest,9.761,0.3839,18.02,54.49,3.006,423.87
1108,server_ouest,8.4942,2.3951,33.29,81.27,0.516,128.71
1109,server_ouest,9.2527,1.0737,35.86,78.53,0.406,118.95
1110,server_ouest,8.3934,1.2974,35.15,88.92,0.58,126.41
1111,server_ouest,7.6347,1.7966,19.66,60.43,2.545,455.4
1112,server_ouest,9.2358,1.7129,25.56,43.21,2.347,462.6
1113,server_ouest,9.6171,2.3062,29.65,55.13,1.045,275.19
1114,server_ouest,10.6777,0.6277,23.27,53.44,2.299,416.13
1115,server_ouest,8.9464,0.1031,31.37,58.09,0.896,261.64
1116,server_ouest,8.1462,1.4998,30.51,80.29,0.401,96.46
1117,server_ouest,8.9583,1.2867,21.28,25.34,2.098,614.47
1118,server_ouest,9.6415,1.5679,34.49,81.49,0.549,121.86
1119,server_ouest,9.3673,1.5818,30.02,57.04,1.132,245.88
1120,server_ouest,9.3804,1.6122,21.47,37.85,2.205,483.15
1121,server_ouest,11.0251,1.3554,37.98,80.99,0.373,144.27
1122,server_ouest,10.9385,2.1036,19.23,47.09,2.287,535.26
1123,server_ouest,8.0873,1.019,31.78,51.66,1.102,258.92
1124,server_ouest,10.7654,0.7101,31.98,78.44,0.456,139.29
1125,server_ouest,8.3177,0.1795,23.81,53.86,0.969,271.82
1126,server_ouest,9.52,2.0453,26.09,33.8,3.521,467.11
1127,server_ouest,9.5835,1.4392,23.06,34.31,2.746,568.86
1128,server_ouest,10.4864,0.5262,18.65,45.08,2.289,569.67
1129,server_ouest,9.0666,0.3057,18.1,46.73,1.928,392.07
1130,server_ouest,9.1788,0.8696,33.6,81.08,0.521,140.63
1131,server_ouest,9.1648,1.4449,21.96,48.37,2.504,433.11
1132,server_ouest,8.9254,1.1488,32.28,81.51,0.4,130.06
1133,server_ouest,8.2847,1.7869,21.9,46.77,2.133,522.52
1134,server_ouest,11.0302,1.7928,23.98,36.98,1.956,389.75
1135,server_ouest,9.8261,1.0785,33.39,84.84,0.425,145.93
1136,server_ouest,9.4998,2.1922,28.92,56.78,0.914,236.75
1137,server_ouest,10.2782,0.4476,28.28,59.59,0.886,320.79
1138,server_ouest,9.6681,0.6029,24.2,32.88,3.227,508.7
1139,server_ouest,11.4636,1.1006,22.68,57.7,2.591,556.53
1140,server_ouest,8.6332,0.8044,21.43,36.23,2.613,433.06
1141,server_ouest,10.0222,2.1514,25.66,63.19,1.03,242.11
1142,server_ouest,10.5457,2.1354,22.39,44.61,2.851,359.11
1143,server_ouest,9.054,1.7284,28.07,49.82,0.938,218.57
1144,server_ouest,8.6149,0.7963,36.02,78.64,0.586,114.75
1145,server_ouest,8.7548,0.606,25.77,57.33,0.642,316.14
1146,server_ouest,10.2282,1.4311,25.02,51.55,1.488,550.9
1147,server_ouest,9.8129,1.3557,30.05,70.09,0.963,244.36
1148,server_ouest,10.0547,2.4536,21.54,50.7,2.398,474.31
1149,server_ouest,10.4049,1.4562,32.96,89.72,0.266,158.2
1150,server_ouest,10.0735,1.6531,33.66,66.26,1.07,234.23
1151,server_ouest,9.734,1.8138,27.25,56.97,0.846,234.33
1152,server_ouest,9.87,2.1117,21.94,45.97,2.614,522.72
1153,server_ouest,8.3291,1.8445,26.46,66.85,0.777,252.53
1154,server_ouest,9.8392,1.2638,30.02,55.5,0.903,189.97
1155,server_ouest,9.1762,1.9903,33.92,81.6,0.421,105.66
1156,server_ouest,8.6213,1.7835,25.73,57.49,1.14,240.09
1157,server_ouest,9.9396,0.8513,24.4,57.91,1.294,276.23
1158,server_ouest,10.9305,0.4433,25.8,44.51,2.699,499.06
1159,server_ouest,10.577,1.8284,20.48,47.57,2.54,523.31
1160,server_ouest,10.6257,1.3431,28.0,54.12,0.99,171.31
1161,server_ouest,9.4064,1.2533,34.72,77.38,0.446,100.4
1162,server_ouest,9.1777,1.2599,28.3,74.67,1.236,307.19
1163,server_ouest,9.7662,0.8921,34.02,78.06,0.617,143.14
1164,server_ouest,10.0851,1.9802,34.49,77.41,0.456,130.88
1165,server_ouest,10.6715,1.3932,34.42,80.56,0.419,101.77
1166,server_ouest,8.8862,0.4484,33.67,82.72,0.509,120.63
1167,server_ouest,9.6917,0.1858,33.96,82.62,0.588,131.37
1168,server_ouest,10.2238,1.1634,34.69,78.37,0.544,117.69
1169,server_ouest,10.104,0.4382,29.29,65.39,1.139,272.3
1170,server_ouest,9.0203,1.0521,36.84,77.99,0.435,126.37
1171,server_ouest,10.0563,1.5274,33.58,82.51,0.415,134.21
1172,server_ouest,10.8452,1.6443,27.47,58.74,1.155,222.87
1173,server_ouest,9.6036,0.4983,34.17,71.39,0.615,107.81
1174,server_ouest,9.4956,1.4677,26.6,43.56,1.914,307.29
1175,server_ouest,9.2511,0.6943,28.28,50.87,1.294,241.84
1176,server_ouest,9.6376,1.2466,25.16,62.26,0.988,202.73
1177,server_ouest,9.4632,1.1058,31.83,72.89,0.441,150.52
1178,server_ouest,9.5506,0.3665,36.53,84.47,0.529,138.54
1179,server_ouest,9.1298,0.8555,23.07,51.62,0.988,214.37
1180,server_ouest,9.298,2.0485,29.54,78.2,0.451,106.77
1181,server_ouest,11.0328,1.3724,20.88,49.54,3.554,559.58
1182,server_ouest,10.9347,1.1213,27.35,51.94,0.87,273.88
1183,server_ouest,9.4176,1.2234,23.77,47.23,2.317,466.96
1184,server_ouest,9.5996,1.4524,23.76,56.77,1.067,295.66
1185,server_ouest,8.6971,1.5009,34.73,76.31,0.534,133.55
1186,server_ouest,9.3078,1.8383,29.5,71.4,0.512,261.6
1187,server_ouest,9.0049,1.6513,18.68,48.42,2.42,365.39
1188,server_ouest,10.1019,0.2345,35.16,74.73,0.689,141.74
1189,server_ouest,9.1918,1.908,27.72,55.42,0.786,259.96
1190,server_ouest,8.7272,1.7785,33.42,86.86,0.574,161.96
1191,server_ouest,11.0906,1.2313,27.55,53.11,1.424,207.26
1192,server_ouest,10.2599,1.0931,18.84,67.14,3.437,572.01
1193,server_ouest,9.912,1.1854,30.22,68.68,1.331,231.7
1194,server_ouest,9.5073,0.6445,24.19,60.65,0.904,195.22
1195,server_ouest,10.6684,0.764,30.53,81.57,0.399,143.95
1196,server_ouest,10.6656,1.3569,34.84,85.5,0.468,106.09
1197,server_ouest,7.922,0.3155,38.42,80.66,0.363,84.86
1198,server_ouest,8.6495,1.6779,33.71,79.62,0.333,137.52
1199,server_ouest,9.4878,1.7089,26.66,55.05,0.927,288.49
